Sheet,Industry,Persona ID,Persona Label,Field,Value
Default Services,Health & Fitness,personal-trainer,Nutrition Consult,45,$70,Nutrition
Default Services,Health & Fitness,physio-chiro,Initial Consult,60,$120,Consultations
Default Services,Health & Fitness,physio-chiro,Standard Treatment,30,$80,Treatments
Default Services,Health & Fitness,physio-chiro,Extended Treatment,45,$110,Treatments
Default Services,Health & Fitness,physio-chiro,Follow-Up,20,$65,Consultations
Default Services,Health & Fitness,therapist,Initial Consult,60,$150,Consultations
Default Services,Health & Fitness,therapist,Standard Session,50,$120,Sessions
Default Services,Health & Fitness,therapist,Extended Session,80,$180,Sessions
Default Services,Health & Fitness,therapist,Couples Session,75,$200,Sessions
Default Services,Creative & Design,photographer,6hr Coverage,360,$2500,Packages
Default Services,Creative & Design,photographer,Full Day,600,$4000,Packages
Default Services,Creative & Design,photographer,Elopement,180,$1500,Packages
Default Services,Creative & Design,photographer,Engagement Session,90,$500,Sessions
Default Services,Hospitality & Events,wedding-planner,Full Planning,480,$8000,Packages
Default Services,Hospitality & Events,wedding-planner,Month-Of Coordination,480,$3000,Packages
Default Services,Hospitality & Events,wedding-planner,Day-Of Coordination,720,$2000,Packages
Default Services,Hospitality & Events,wedding-planner,Consultation,60,$150,Sessions
Default Services,Education & Coaching,tutor,Private Lesson,60,$80,Lessons
Default Services,Education & Coaching,tutor,Group Lesson,60,$40,Lessons
Default Services,Education & Coaching,tutor,Assessment,45,$60,Assessment
Default Services,Education & Coaching,tutor,Trial Lesson,45,$0,Trial
Default Services,Education & Coaching,life-business-coach,Discovery Call,30,$0,Sessions
Default Services,Education & Coaching,life-business-coach,Coaching Session,60,$200,Sessions
Default Services,Education & Coaching,life-business-coach,Group Coaching,90,$80,Sessions
Default Services,Education & Coaching,life-business-coach,VIP Intensive,180,$500,Sessions
,,,,,,
=== SHEET 5: INVOICE & BOOKING MODES ===,,,,,,
Modes,Industry,Persona ID,Default Invoice Mode,Available Invoice Modes,Default Booking Mode
Modes,Beauty & Wellness,(industry default),one-time,"one-time, session-pack",service-menu
Modes,Beauty & Wellness,makeup-artist,deposit-balance,"one-time, deposit-balance",service-menu
Modes,Trades & Construction,(industry default),milestone,"one-time, milestone, deposit-balance",appointment
Modes,Trades & Construction,cleaner,one-time,"one-time",appointment
Modes,Professional Services,(industry default),recurring,"one-time, recurring, milestone",appointment
Modes,Health & Fitness,(industry default),session-pack,"one-time, recurring, session-pack",service-menu
Modes,Health & Fitness,physio-chiro,session-pack,"one-time, recurring, session-pack",appointment
Modes,Health & Fitness,therapist,session-pack,"one-time, recurring, session-pack",appointment
Modes,Creative & Design,(industry default),deposit-balance,"one-time, deposit-balance, milestone",date-exclusive
Modes,Hospitality & Events,(industry default),milestone,"one-time, milestone, deposit-balance",date-exclusive
Modes,Education & Coaching,(industry default),recurring,"one-time, recurring, session-pack",recurring-lesson
Modes,Education & Coaching,life-business-coach,recurring,"one-time, recurring, session-pack",service-menu
Modes,Retail & E-commerce,(industry default),one-time,"one-time",appointment
,,,,,,
=== SHEET 6: SMART DEFAULTS (AUTO-ENABLED NEEDS) ===,,,,,,
Smart Defaults,Industry,Persona ID,manageCustomers,acceptBookings,sendInvoices,communicateClients,receiveInquiries,manageProjects,runMarketing,handleSupport,manageDocuments
Smart Defaults,Beauty & Wellness,(industry default),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Smart Defaults,Trades & Construction,(industry default),TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Smart Defaults,Trades & Construction,cleaner,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Smart Defaults,Professional Services,(industry default),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Smart Defaults,Professional Services,accountant-bookkeeper,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Smart Defaults,Professional Services,real-estate-agent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Smart Defaults,Professional Services,marketing-agency,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Smart Defaults,Health & Fitness,(industry default),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Smart Defaults,Health & Fitness,physio-chiro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Smart Defaults,Creative & Design,(industry default),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Smart Defaults,Creative & Design,web-designer-developer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Smart Defaults,Hospitality & Events,(industry default),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Smart Defaults,Education & Coaching,(industry default),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Smart Defaults,Education & Coaching,online-course-creator,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
,,,,,,
=== SHEET 7: MODULES (CORE vs OPT-IN) ===,,,,,,
Modules,Module ID,Slug,Display Name,Group,Kind,Always On,Gated By Need
Modules,client-database,clients,Clients,business,core,YES,manageCustomers
Modules,bookings-calendar,bookings,Scheduling / Calendar,business,core,YES,(always on)
Modules,communication,communication,Messages,business,core,YES,communicateClients
Modules,quotes-invoicing,invoicing,Billing / Invoices,business,core,YES,sendInvoices
Modules,leads-pipeline,leads,Leads,business,core,NO,receiveInquiries
Modules,jobs-projects,jobs,Projects / Jobs,business,core,NO,manageProjects
Modules,products,products,Products,business,core,NO,(discovery answers)
Modules,marketing,marketing,Marketing,grow,core,NO,runMarketing
Modules,team,team,Team,grow,core,NO,(discovery answers)
Modules,client-portal,portal,Client Portal,grow,core,NO,(discovery answers)
Modules,automations,automations,Automations,system,core,NO,(discovery answers)
Modules,reporting,reporting,Reporting,system,core,NO,(discovery answers)
Modules,documents,documents,Documents,business,addon,NO,—
Modules,support,support,Support,grow,addon,NO,—
Modules,memberships,memberships,Memberships,business,addon,NO,—
Modules,before-after,before-after,Before & After,business,addon,NO,—
Modules,intake-forms,forms,Forms,business,addon,NO,—
Modules,soap-notes,soap-notes,Treatment Notes,business,addon,NO,—
Modules,loyalty,loyalty,Loyalty & Referrals,grow,addon,NO,—
Modules,win-back,win-back,Win-Back,grow,addon,NO,—
Modules,storefront,storefront,Storefront,grow,addon,NO,—
Modules,ai-insights,insights,AI Insights,system,addon,NO,—
Modules,notes-docs,notes,Notes & Docs,business,addon,NO,—
Modules,gift-cards,gift-cards,Gift Cards,grow,addon,NO,—
Modules,class-timetable,timetable,Class Timetable,business,addon,NO,—
Modules,vendor-management,vendors,Vendors,business,addon,NO,—
Modules,proposals,proposals,Proposals,business,addon,NO,—
Modules,waitlist-manager,waitlist,Waitlist,business,addon,NO,—
,,,,,,
=== SHEET 8: ONBOARDING QUESTIONS (BUBBLE CHIPS) ===,,,,,,
Bubbles,Slide,Chip ID,Default Label,Activates Modules,Sets Needs,Industry Override Label (if different)
Bubbles,0 - How do clients reach you?,clients-book,They book appointments or sessions,bookings-calendar,acceptBookings,
Bubbles,0 - How do clients reach you?,walk-ins,They walk in or call directly,bookings-calendar,acceptBookings,
Bubbles,0 - How do clients reach you?,online-booking,I want an online booking page,bookings-calendar,acceptBookings,
Bubbles,0 - How do clients reach you?,inquiries,They request quotes or send project briefs,jobs-projects,manageProjects,
Bubbles,0 - How do clients reach you?,referrals,Most of my clients come from referrals,marketing,runMarketing,
Bubbles,1 - How do you deliver your work?,at-my-place,Clients visit my location,bookings-calendar,acceptBookings,
Bubbles,1 - How do you deliver your work?,visit-clients,I travel to the client,"bookings-calendar, jobs-projects","acceptBookings, manageProjects",
Bubbles,1 - How do you deliver your work?,group-classes,I run group classes or workshops,bookings-calendar,acceptBookings,
Bubbles,1 - How do you deliver your work?,projects,I manage multi-step jobs or projects,jobs-projects,manageProjects,
Bubbles,1 - How do you deliver your work?,recurring-clients,I see the same clients regularly,"bookings-calendar, automations",acceptBookings,
Bubbles,2 - How do you get paid and grow?,hourly-billing,I bill clients by the hour,"jobs-projects, quotes-invoicing","manageProjects, sendInvoices",
Bubbles,2 - How do you get paid and grow?,memberships,I sell packages or subscriptions,automations,,
Bubbles,2 - How do you get paid and grow?,products,I sell products alongside services,products,,
Bubbles,2 - How do you get paid and grow?,campaigns,I run promotions or campaigns,marketing,runMarketing,
Bubbles,2 - How do you get paid and grow?,referral-program,I want a referral or loyalty program,marketing,runMarketing,
Bubbles,3 - How do you manage?,team,I have staff or contractors,team,,
Bubbles,3 - How do you manage?,automate,I want to automate reminders,automations,,
Bubbles,3 - How do you manage?,reports,I want to track revenue,reporting,,
Bubbles,3 - How do you manage?,contracts,I use contracts or agreements,documents,,
Bubbles,3 - How do you manage?,client-portal,I want clients to self-serve,client-portal,,
